siteName,siteTime,siteAddress,daysofOperation,siteDistrict,siteCounty,siteState,siteZip,contactPhone,startDate,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,siteStatus,endDate,_updatedOn
Old Pacific Hwy & Burma Rd,11:10am – 11:20am,Burma Rd & Old Pacific Hwy,"'M', 'T', 'W', 'TH', 'F'",Castle Rock,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Happy Trials & Barnes Dr,11:25am – 11:30am,Driftwood Ln & Barnes Dr,"'M', 'T', 'W', 'TH', 'F'",Castle Rock,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
St. Helens Elementary – Main Office Entrance,12:00pm – 12:30pm,"431 27th Ave, Longview","'M', 'T', 'W', 'TH', 'F'",Longview,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Kessler Elementary – Main Office Entrance,12:00pm – 12:30pm,"1902 E Kessler Blvd, Longview","'M', 'T', 'W', 'TH', 'F'",Longview,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Monticello Middle School – Main Office Entrance,12:00pm – 12:30pm,"2715 Lilac St, 1225 28th Ave","'M', 'T', 'W', 'TH', 'F'",Longview,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Northlake Elementary – Main Office Entrance,12:00pm – 12:30pm,"2210 Olympia Way, Longview","'M', 'T', 'W', 'TH', 'F'",Longview,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Columbia Heights Elementary – Main Office Entrance,12:00pm – 12:30pm,"2820 Parkview Dr, Longview","'M', 'T', 'W', 'TH', 'F'",Longview,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mint Valley Elementary – Main Office Entrance,12:00pm – 12:30pm,"2745 38th Ave, Longview","'M', 'T', 'W', 'TH', 'F'",Longview,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bridgeport Elementary School,7:30AM-9:00AM AND 11:30AM-12:30PM,"1400 Tacoma Avenue, Bridgeport","'M', 'T', 'W', 'TH', 'F'",Bridgeport,Douglas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Rock Island Elementary School (Front Door Entry),11:30AM-1:00PM,"5645 Rock Island Rd, Rock Island","'M', 'T', 'W', 'TH', 'F'",Eastmont,Douglas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Ulysses S. Grant Elementary (Commons Entry),11:30AM-1:00PM,"1430 1st St Se, East Wenatchee","'M', 'T', 'W', 'TH', 'F'",Eastmont,Douglas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sterling Intermediate Middle School (Entry on James Street),11:30AM-1:00PM,"600 N James Ave, East Wenatchee","'M', 'T', 'W', 'TH', 'F'",Eastmont,Douglas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cascade Elementary (Entry to Gymnasium),11:30AM-1:00PM,"2330 N Baker Ave, East Wenatchee","'M', 'T', 'W', 'TH', 'F'",Eastmont,Douglas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mansfield School,Contact for times,,,Mansfield,Douglas County,WA,,509-683-1012,,"Serving, Contact for time","Serving, Contact for time",,,,,,Sat Apr 11 17:45:10 2020
Orondo Elementary School,11:00AM-12:30PM,"100 Orondo School Rd, Orondo","'M', 'T', 'W', 'TH', 'F'",Orondo,Douglas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Waterville School,9:00AM-10:00AM,"200 E Birch St, Waterville","'M', 'T', 'W', 'TH', 'F'",Waterville,Douglas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Inchelium School,11:30AM-12:30PM,"2 Hornet Avenue, Inchelium","'M', 'T', 'W', 'TH', 'F'",Inchelium,Ferry County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Keller School,"Delivery, Contact to be added to list.",,,Keller,Ferry County,WA,,509-634-4325,03/23/2020,,,,,,,,Sat Apr 11 17:45:10 2020
Orient School,"Delivery, Contact to be added to list.",,,Orient,Ferry County,WA,,509-684-6873,,,,,,,,,Sat Apr 11 17:45:10 2020
Connell Elementary School,11:00AM-11:30AM,"1001 West Clark Street, Connell","'M', 'T', 'W', 'TH', 'F'",North Franklin,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Connell High School Cafeteria,11:00AM-11:30AM,"1100 West Clark Street, Connell","'M', 'T', 'W', 'TH', 'F'",North Franklin,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mesa Elementary School,11:00AM-11:30AM,"200 East Pepiot Road, Mesa","'M', 'T', 'W', 'TH', 'F'",North Franklin,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Basin City Elementary School,11:00AM-11:30AM,"303 Bailie Blvd., Mesa","'M', 'T', 'W', 'TH', 'F'",North Franklin,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Angelou Elementary,11:00AM-12:30PM,"6001 N. Road 84, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chess Elementary,11:00AM-12:30PM,"715 N. 24th Ave., Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Curie Elementary,11:00AM-12:30PM,"715 N. California, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Emerson Elementary,11:00AM-12:30PM,"1616 W. Octave, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Franklin Elementary,11:00AM-12:30PM,"6010 Road 52, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Frost Elementary,11:00AM-12:30PM,"1915 N. 22nd Ave., Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Livingston Elementary,11:00AM-12:30PM,"2515 Road 84, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Longfellow Elementary,11:00AM-12:30PM,"301 N. 10th Ave, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Markham Elementary,11:00AM-12:30PM,"4031 Elm Road, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
McClintock Elementary,11:00AM-12:30PM,"5706 Road 60, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
McGee Elementary,11:00AM-12:30PM,"4601 Horizon Drive, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Robinson Elementary,11:00AM-12:30PM,"125 S. Wehe Street, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Twain Elementary,11:00AM-12:30PM,"1801 N. Road 40, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chiawana High School,11:00AM-12:30PM,"8125 W. Argent Road, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
New Horizons High School,11:00AM-12:30PM,"2020 W. Argent Road, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pasco High School,11:00AM-12:30PM,"1108 N. 10th Ave., Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Navigator Villas Apartments (Rd. 68),11:00AM-12:30PM,,"'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Stonegate Apartments (Rd. 68),11:00AM-12:30PM,,"'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Schlagel Park,11:00AM-12:30PM,"106 E Washington St, Pasco","'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
W. Washington St. & St. 13th Ave,11:00AM-12:30PM,,"'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
West B St (Alley between 5th & 6th Avenues),11:00AM-12:30PM,,"'M', 'T', 'W', 'TH', 'F'",Pasco,Franklin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pomeroy High School,10:00AM-11:00AM,"1090 Pataha Street, Pomeroy","'M', 'T', 'W', 'TH', 'F'",Pomeroy,Garfield County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Grant Elementary,11:00AM-1:00PM,"451 3rd Ave. NW, Ephrata","'M', 'T', 'W', 'TH', 'F'",Ephrata,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Columbia Ridge Elementary,11:00AM-1:00PM,"60 H St. Se, Ephrata","'M', 'T', 'W', 'TH', 'F'",Ephrata,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Parkway School,11:00AM-1:00PM,"1011 Parkway Blvd., Ephrata","'M', 'T', 'W', 'TH', 'F'",Ephrata,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Ephrata Middle School,11:00AM-1:00PM,"384 A St. SE, Ephrata","'M', 'T', 'W', 'TH', 'F'",Ephrata,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Knolls Vista Elementary,10:30AM-11:30AM,"454 W Ridge Rd, Moses Lake","'M', 'T', 'W', 'TH', 'F'",Moses Lake,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lakeview Elementary,10:30AM-11:30AM,"780 South Clover Drive, Moses Lake","'M', 'T', 'W', 'TH', 'F'",Moses Lake,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Longview Elementary,10:30AM-11:30AM,"9783 Apple Rd NE, Moses Lake","'M', 'T', 'W', 'TH', 'F'",Moses Lake,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Larson Heights Elementary,10:30AM-11:30AM,"700 Lindberg Lane, Moses Lake","'M', 'T', 'W', 'TH', 'F'",Moses Lake,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Midway Elementary,10:30AM-11:30AM,"502 South C Street, Moses Lake","'M', 'T', 'W', 'TH', 'F'",Moses Lake,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
North Elementary,10:30AM-11:30AM,"1200 W. Craig Street, Moses Lake","'M', 'T', 'W', 'TH', 'F'",Moses Lake,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Peninsula Elementary,10:30AM-11:30AM,"2406 W. Texas Street, Moses Lake","'M', 'T', 'W', 'TH', 'F'",Moses Lake,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Quincy Middle School,10:30AM-12:30PM,"16 6th Ave SE, Quincy","'M', 'T', 'W', 'TH', 'F'",Quincy,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pioneer Elementary,10:30AM-12:30PM,"224 J Street SE, Quincy","'M', 'T', 'W', 'TH', 'F'",Quincy,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
George Elementary,10:30AM-12:30PM,"401 S. Washington Way, Quincy","'M', 'T', 'W', 'TH', 'F'",Quincy,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mountain View Elementary,10:30AM-12:30PM,"119 D Street NW, Quincy","'M', 'T', 'W', 'TH', 'F'",Quincy,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
New Life Church,11:00AM-12:30PM,"117 Camelia St NW, Royal City","'M', 'T', 'W', 'TH', 'F'",Royal,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Fire District No. 10 at Beverly,11:00AM-12:30PM,"Rd 17 SW & Tacoma St, Beverly","'M', 'T', 'W', 'TH', 'F'",Royal,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
B & G Farms (at Adams Rd S and Rd 11 SW Intersection),11:00AM-12:30PM,"12088 Rd 11 SW, Royal City","'M', 'T', 'W', 'TH', 'F'",Royal,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
The Church of Jesus Christ of Latter-day Saints,11:00AM-12:30PM,"Royal Camp, 357 Christensen Rd, Othello","'M', 'T', 'W', 'TH', 'F'",Royal,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Royal Towing (Parking lot),11:00AM-12:30PM,"14466 Road A.7 SW, Royal City","'M', 'T', 'W', 'TH', 'F'",Royal,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Potholes General Store,11:00AM-12:30PM,"6897 WA-262, Othello","'M', 'T', 'W', 'TH', 'F'",Royal,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Soap Lake Post Office,10:30AM-10:45AM,511 Division Street South,"'M', 'T', 'W', 'TH', 'F'",Soap Lake,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Akins Fresh Market,10:50AM-11:05AM,"115 Daisy Street South, Soap Lake","'M', 'T', 'W', 'TH', 'F'",Soap Lake,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Soap Lake Elementary Parking Lot,11:10AM-11:30AM,"410 Ginkgo Street South, Soap Lake","'M', 'T', 'W', 'TH', 'F'",Soap Lake,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Jeske Park,10:00AM-11:00AM,"West 9th Street and Grant Avenue, Warden","'M', 'T', 'W', 'TH', 'F'",Warden,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Volunteer Park,10:00AM-11:00AM,"East 4th Street and Maple Avenue, Warden","'M', 'T', 'W', 'TH', 'F'",Warden,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Wilson Creek School,10:00AM-12:00PM,"400 Navar Street, Wilson Creek","'M', 'T'",Wilson Creek,Grant County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Wes Peterson Park,10:00AM-12:00PM,"2715 Bay Area, Aberdeen","'M', 'T', 'W', 'TH', 'F'",Aberdeen,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
North Aberdeen Park,10:00AM-12:00PM,"1500 BLF of N. Young Street, Aberdeen","'M', 'T', 'W', 'TH', 'F'",Aberdeen,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pioneer Park,10:00AM-12:00PM,214 South Tilden,"'M', 'T', 'W', 'TH', 'F'",Aberdeen,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Finch Playfield,10:00AM-12:00PM,"608 West Sumner, Aberdeen","'M', 'T', 'W', 'TH', 'F'",Aberdeen,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Central Park Elementary School (Drive through bus lane),10:00AM-12:00PM,"601 School Rd, Aberdeen","'M', 'T', 'W', 'TH', 'F'",Aberdeen,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mill Creek Park,10:45AM-11:00AM,"5th Street and B Street, Cosmopolis","'M', 'T', 'W', 'TH', 'F'",Cosmopolis,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Toy Room Child Care Bus Stop,11:05AM-11:20AM,"111 I Street, Cosmopolis","'M', 'T', 'W', 'TH', 'F'",Cosmopolis,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Holly Ln & Altenau,11:25AM-11:40AM,"Holly Ln and Altenau St, Cosmopolis","'M', 'T', 'W', 'TH', 'F'",Cosmopolis,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Franklin Hill Park,11:45-12:00PM,"Franklin Drive and Paisley Way, Cosmopolis","'M', 'T', 'W', 'TH', 'F'",Cosmopolis,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Satsop Post Office,12:30PM-1:00PM,"102 S 5th Street, Satsop","'M', 'T', 'W', 'TH', 'F'",Elma,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Malone Assembly of God,12:00PM-12:30PM,"23 Mox Chehalis Rd, Elma","'M', 'T', 'W', 'TH', 'F'",Elma,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
White Star,11:30AM-12:00PM,"Mountain Peak, Washington 98584","'M', 'T', 'W', 'TH', 'F'",Elma,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
10th Street Park,11:00AM-11:30AM,"10th Street, Elma","'M', 'T', 'W', 'TH', 'F'",Elma,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
24 El Monte Lane,1:15PM-1:45PM,"24 El Monte Lane, Satsop","'M', 'T', 'W', 'TH', 'F'",Elma,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Murray Place,12:45PM-1:15PM,"Murray Place, Elma","'M', 'T', 'W', 'TH', 'F'",Elma,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Star Lake Clubhouse,12:30PM-1:00PM,"1137 W Star Lake Dr, Elma","'M', 'T', 'W', 'TH', 'F'",Elma,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Summit Pacific Medical Center (Back),11:40AM-12:10PM,"600 E Main St, Elma","'M', 'T', 'W', 'TH', 'F'",Elma,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Grays Harbor YMCA,11:15AM-11:45AM,"2500 Simpson Ave, Hoquiam","'M', 'T', 'W', 'TH', 'F'",Hoquiam,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lincoln Elementary,11:15AM-11:45AM,"700 Wood Avenue, Hoquiam","'M', 'T', 'W', 'TH', 'F'",Hoquiam,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Central Elementary,12:00PM-12:30PM,"310 Simpson Avenue, Hoquiam","'M', 'T', 'W', 'TH', 'F'",Hoquiam,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Emerson Elementary,12:00PM-12:30PM,"101 West Emerson, Hoquiam","'M', 'T', 'W', 'TH', 'F'",Hoquiam,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pacific Beach Elementary,11:00AM-1:00PM,"11 4th St, Pacific Beach","'M', 'T', 'W', 'TH', 'F'",North Beach,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Ocean Shores Elementary,11:00AM-1:00PM,"300 Mt. Olympus Avenue Southeast, Ocean Shores","'M', 'T', 'W', 'TH', 'F'",North Beach,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
North Beach Junior Senior High School,11:00AM-1:00PM,"336 State Route 115, Ocean Shores","'M', 'T', 'W', 'TH', 'F'",North Beach,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mill Creek Park,10:45AM-11:00AM,"5th Street and B Street, Cosmopolis","'M', 'T', 'W', 'TH', 'F'",North River,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Toy Room Child Care Bus Stop,11:05AM-11:20AM,"111 I Street, Cosmopolis","'M', 'T', 'W', 'TH', 'F'",North River,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Holly Ln & Altenau,11:25AM-11:40AM,"Holly Ln and Altenau St, Cosmopolis","'M', 'T', 'W', 'TH', 'F'",North River,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Franklin Hill Park,11:45-12:00PM,"Franklin Drive and Paisley Way, Cosmopolis","'M', 'T', 'W', 'TH', 'F'",North River,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Oakville Elementary School Cafeteria,11:00AM-12:00PM,"103 School Street, Oakville","'M', 'T', 'W', 'TH', 'F'",Oakville,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Satsop Post Office,12:30PM-1:00PM,"102 S 5th Street, Satsop","'M', 'T', 'W', 'TH', 'F'",Satsop,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Taholah School,10:00AM-10:30AM,"600 Chitwhin Drive, Taholah","'M', 'T', 'W', 'TH', 'F'",Taholah,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Q Village (Bus Stop),10:30AM-11:00AM,"Quinault & 2nd, Taholah","'M', 'T', 'W', 'TH', 'F'",Taholah,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Wishkah Fire Station (Gravel parking lot closest to school),10:00AM-10:10AM,"4660 Wishkah Road, Aberdeen","'M', 'T', 'W', 'TH', 'F'",Wishkah Valley,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
East Hoquiam Store (Blue Store),10:15AM-10:25AM,,"'M', 'T', 'W', 'TH', 'F'",Wishkah Valley,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Red Rooster (Parking lot on Highway 101),10:40AM-10:50AM,"2803 US Highway 101, Axford","'M', 'T', 'W', 'TH', 'F'",Wishkah Valley,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Stover Road on the East Hoquiam,11:05AM-11:15AM,"Stover Road & East Hoquiam Road, Hoquiam","'M', 'T', 'W', 'TH', 'F'",Wishkah Valley,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Wishkah Valley Community Church (Parking lot),11:30AM-11:40AM,"4281 Wishkah Road, Aberdeen","'M', 'T', 'W', 'TH', 'F'",Wishkah Valley,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Aberdeen Gardens Road Bridge,11:45AM-11:55AM,Aberdeen Gardens Road & Riverside Rd E,"'M', 'T', 'W', 'TH', 'F'",Wishkah Valley,Grays Harbor County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Coupeville High School Commons,10:00AM-11:00AM,"501 South Main Street, Coupeville","'M', 'T', 'W', 'TH', 'F'",Coupeville,Island County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Broad View Elementary,10:00AM-2:00PM,"473 SW Fairhaven Drive, Oak Harbor","'M', 'T', 'W', 'TH', 'F'",Oak Harbor,Island County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Crescent Harbor Elementary,10:00AM-2:00PM,"350 E Crescent Harbor Road, Oak Harbor","'M', 'T', 'W', 'TH', 'F'",Oak Harbor,Island County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Olympic View Elementary,10:00AM-2:00PM,380 NE Regatta Drive,"'M', 'T', 'W', 'TH', 'F'",Oak Harbor,Island County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
South Whidbey High School (Parking lot at the doors to the SWHS kitchen),11:00AM-1:00PM,"5675 Maxwelton Road, Langley","'M', 'T', 'W', 'TH', 'F'",South Whidbey,Island County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Salish Coast Elementary,9:00AM-11:00AM,"1637 Grant Street, Port Townsend","'M', 'T', 'W', 'TH', 'F'",Port Townsend,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Port Townsend High School,9:00AM-11:00AM,"1500 Van Ness Street, Port Townsend","'M', 'T', 'W', 'TH', 'F'",Port Townsend,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Jefferson County Airport,9:00AM-11:00AM,191 Airport Cutoff Road,"'M', 'T', 'W', 'TH', 'F'",Port Townsend,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cape George Fire Hall,9:00AM-11:00AM,"3850 Cape George Road, Port Townsend","'M', 'T', 'W', 'TH', 'F'",Port Townsend,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Quilcene School,10:00AM-12:00PM,"294715 US Highway 101, Quilcene","'M', 'T', 'W', 'TH', 'F'",Quilcene,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Coyle Fire Station,10:15AM-10:45AM,"60 Whitney Road, Quilcene","'M', 'T', 'W', 'TH', 'F'",Quilcene,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
The Laurel B. Johnson Community Center,10:50AM-11:20AM,"923 Hazel Point Road, Quilcene","'M', 'T', 'W', 'TH', 'F'",Quilcene,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Dabob Fire Station,11:45AM-12:15PM,"3281 Dabob Road, Quilcene","'M', 'T', 'W', 'TH', 'F'",Quilcene,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Faith Farm,10:15AM-10:45AM,"US Highway 101, near Lake Leland","'M', 'T', 'W', 'TH', 'F'",Quilcene,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lake Leland (Near docks),10:50AM-11:20AM,"Lake Leland Park Road, Quilcene","'M', 'T', 'W', 'TH', 'F'",Quilcene,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Discovery Bay Store,11:45AM-12:15PM,"282332, US Highway 101, Port Townsend","'M', 'T', 'W', 'TH', 'F'",Quilcene,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Linger Longer Marina,10:15AM-10:45AM,"1731 Linger Longer Road, Quilcene","'M', 'T', 'W', 'TH', 'F'",Quilcene,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
"Hiddendale Road, Quilcene",1050AM-11:20AM,,"'M', 'T', 'W', 'TH', 'F'",Quilcene,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cemetery Road & East Quil Road,11:45AM-12:15PM,,"'M', 'T', 'W', 'TH', 'F'",Quilcene,Jefferson County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
ALPAC Elementary,8:30am-9:30am AND 11:00-12:30pm,"310 Milwaukee Blvd N, Pacific","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Arthur Jacobsen Elementary,8:30am-9:30am AND 11:00-12:30pm,"29205 132nd Ave SE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Auburn High School,8:30am-9:30am AND 11:00-12:30pm,"711 East Main St, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Auburn Mountainview High School,8:30am-9:30am AND 11:00-12:30pm,"28900 124th Ave SE, Auburn","'M', 'T', 'W', 'TH', 'F'",Auburn,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
